height,weight,scars,color,lost_teeth,lifespan,birth_year,spikes
51.33818806,12.94687485,11,red,19,1404,-1348,spikes
44.87004193,16.35286458,9,red,8,1131,-1346,spikes
49.16326376,13.50065373,11,blue,7,1210,-1346,spikes
46.93827124,12.26794884,3,red,4,786,-1345,spikes
64.92902438,16.99323179,15,red,27,1702,-1342,spikes
43.0263589,11.52222722,1,green,7,763,-1337,without
54.99396183,14.75874764,2,red,34,1358,-1337,spikes
71.3089549,22.24264742,18,red,11,1531,-1337,without
39.33026707,11.34330106,39,blue,20,2571,-1336,without
36.32899708,9.185805013,3,red,19,1100,-1335,without
47.97899401,12.65994471,4,red,40,1540,-1335,spikes
48.52981744,12.82782971,1,red,1,625,-1333,spikes
66.21814424,18.07490145,2,red,8,840,-1331,spikes
54.06002608,14.09506646,1,green,14,880,-1331,without
52.71942648,13.3961214,4,green,10,975,-1331,without
47.02875021,11.76176568,7,black,3,941,-1329,spikes
39.77737798,10.34705683,10,red,33,1639,-1326,spikes
54.84479702,15.39835067,11,red,24,1537,-1323,spikes
50.15256878,12.66849886,17,red,21,1696,-1322,spikes
48.76251256,12.41072087,7,blue,27,1393,-1317,spikes
56.35668449,14.97479783,1,red,32,1277,-1314,without
50.54184893,13.65620314,12,red,21,1461,-1314,spikes
54.60771473,14.32573959,3,blue,7,830,-1313,spikes
49.09112538,12.36523022,7,green,7,1017,-1310,without
42.19759234,10.75359994,11,green,16,1378,-1310,without
52.39628934,14.60412104,2,blue,20,1047,-1307,spikes
37.16677838,9.759090074,6,blue,25,1364,-1306,spikes
60.29884737,15.68210861,3,red,25,1261,-1305,without
52.24236444,14.75456537,6,blue,34,1505,-1303,without
44.65460909,11.90113298,2,red,18,1003,-1300,spikes
43.31395983,11.08209151,5,green,15,1136,-1298,without
59.40365015,15.32391085,7,red,25,1368,-1291,spikes
51.96921167,13.18696009,23,red,5,1649,-1291,spikes
55.64069492,18.39980204,5,red,15,1114,-1286,spikes
40.56350839,11.37397301,5,blue,33,1490,-1285,spikes
55.46733177,15.18471962,15,red,25,1729,-1283,spikes
44.24342989,11.49030347,2,red,7,817,-1280,spikes
44.16521055,11.13905026,6,red,13,1096,-1277,spikes
43.4028303,11.03582279,8,blue,8,1090,-1276,spikes
48.35804038,14.07131694,13,red,9,1291,-1276,without
39.8778706,11.44919684,4,red,23,1217,-1275,spikes
49.5598599,12.8615183,5,red,27,1382,-1275,spikes
37.9996991,11.56128306,0,green,6,696,-1274,without
50.39719096,13.59271618,4,red,24,1239,-1274,spikes
60.73297119,15.65771148,2,blue,34,1383,-1274,without
65.60807675,17.39455945,31,red,12,2102,-1274,spikes
52.72403581,13.87681971,3,red,39,1494,-1272,spikes
50.47946304,12.91212609,8,green,3,968,-1271,without
42.35638713,12.29388418,13,blue,37,1874,-1271,without
50.07725817,14.69236167,13,red,19,1505,-1268,spikes
50.75025126,14.22736948,2,red,0,688,-1267,without
43.36903611,10.95677163,2,red,7,774,-1264,without
39.18893862,10.21883835,1,red,13,915,-1264,without
53.53991044,13.51037083,27,red,30,2289,-1263,spikes
49.81483358,14.68651806,1,blue,17,991,-1252,without
44.53774557,11.15387968,3,blue,23,1157,-1250,without
49.09800559,12.62586188,9,red,22,1416,-1250,spikes
44.57449588,12.28919306,2,red,21,1112,-1249,spikes
43.01025114,11.53504719,4,black,34,1443,-1243,spikes
66.91373757,17.9016831,0,red,26,1117,-1238,spikes
58.57291706,15.49341576,14,red,27,1690,-1238,spikes
50.77803423,13.15728877,5,blue,3,886,-1229,spikes
51.87253391,13.06088291,1,blue,27,1192,-1226,spikes
40.45236894,10.1775124,26,blue,36,2361,-1225,without
53.27814648,15.40181598,11,red,12,1283,-1223,spikes
41.29829255,16.61552008,1,blue,34,1338,-1220,without
57.11913823,14.46322991,55,red,39,3564,-1217,spikes
39.94157506,10.18570923,23,red,23,1999,-1216,spikes
63.50437154,19.88646986,4,red,23,1219,-1213,spikes
56.10271893,15.74265928,9,green,8,1106,-1212,without
48.1680452,12.25313256,7,red,2,923,-1211,spikes
41.21512682,10.66130117,1,red,15,923,-1210,without
38.43382125,10.55632073,13,blue,22,1569,-1201,spikes
38.09219519,10.0194682,10,red,14,1294,-1200,spikes
52.09300356,13.03628541,17,red,1,1316,-1198,without
55.51582503,14.41711551,17,red,13,1527,-1197,spikes
46.19001328,12.75589252,27,green,8,1847,-1196,without
44.3656824,11.19109618,10,blue,27,1504,-1195,without
52.20532726,14.50455654,1,green,25,1105,-1190,without
68.33364818,17.50974813,3,red,27,1294,-1187,spikes
40.1701241,10.50375816,3,red,10,930,-1186,spikes
44.30801035,11.12073197,18,red,8,1551,-1186,spikes
43.52351658,11.11030261,7,red,30,1478,-1183,spikes
54.26050423,13.76801352,5,blue,30,1392,-1181,without
57.57043333,15.02277203,4,green,8,930,-1179,without
50.63856038,13.68085284,14,red,14,1416,-1174,spikes
48.0051559,12.84763577,3,red,35,1448,-1174,spikes
43.72845323,11.31705993,1,green,33,1282,-1173,without
44.55949488,12.08605806,30,red,22,2261,-1172,spikes
40.2766019,11.2383871,3,red,6,823,-1169,spikes
44.74257285,12.14711957,35,red,32,2606,-1167,spikes
56.55111779,14.1834659,7,blue,29,1458,-1166,without
49.30097448,12.95262543,2,blue,28,1249,-1164,without
44.2825245,11.71384811,4,red,22,1218,-1163,without
49.93664967,13.24516992,5,green,14,1101,-1161,without
42.32151335,13.19857556,2,blue,19,1040,-1159,without
54.88448548,13.94663547,5,red,26,1263,-1155,without
57.673058,14.45135088,8,red,33,1587,-1155,spikes
48.82079604,13.0367423,7,red,13,1111,-1154,spikes
30.31414085,8.995309736,0,green,3,663,-1151,without
55.66553078,15.41537454,2,blue,28,1222,-1148,spikes
53.5541051,13.39763999,14,red,1,1154,-1145,spikes
55.0019154,16.03923688,4,red,17,1110,-1144,spikes
45.45112111,11.93572834,7,blue,29,1499,-1144,spikes
62.85971816,16.28363726,8,red,27,1472,-1143,spikes
58.09384485,17.40451286,6,green,1,868,-1139,without
45.32252614,12.41476832,4,blue,39,1545,-1138,spikes
52.64871072,13.45890414,21,red,17,1776,-1135,spikes
43.13000152,11.42604697,3,blue,28,1312,-1131,spikes
45.9556579,12.40792516,1,blue,31,1263,-1129,spikes
49.26140009,14.84782479,27,red,1,1687,-1125,spikes
54.95632357,14.06603956,0,red,18,965,-1123,spikes
50.81734851,12.72460364,6,red,17,1201,-1121,without
48.2537213,13.43684171,3,red,14,1018,-1118,spikes
59.75378376,15.82470893,10,red,29,1607,-1116,spikes
52.56020092,13.22194123,0,red,32,1236,-1111,spikes
55.06478452,15.05543271,10,red,13,1250,-1111,spikes
45.27285353,11.85123175,19,red,5,1425,-1110,spikes
56.1610243,14.32573642,14,black,4,1259,-1109,without
49.7250279,13.94077404,13,blue,10,1303,-1108,spikes
52.75848884,13.94344804,0,blue,11,807,-1106,without
54.6808446,14.92877849,7,red,25,1360,-1106,spikes
53.56682026,14.81869611,7,blue,33,1544,-1103,without
46.53797801,12.47664518,7,red,18,1225,-1102,spikes
54.60725739,13.75693448,10,blue,31,1611,-1100,spikes
55.27766447,13.89160903,16,red,37,1979,-1100,without
51.95793488,13.63133405,25,green,5,1681,-1097,without
50.20380005,13.18882148,0,blue,8,743,-1095,spikes
36.69085578,9.83356305,15,red,39,2001,-1094,spikes
52.02841224,14.44742221,11,red,14,1335,-1091,spikes
52.16695226,13.36693687,15,red,2,1199,-1088,spikes
43.46450371,11.34732221,6,red,8,1007,-1087,spikes
52.62667559,13.98050306,25,red,31,2267,-1087,without
53.00692539,14.70921733,2,red,19,1049,-1083,spikes
57.50137813,14.899325,15,red,10,1403,-1082,spikes
47.08897684,12.2950403,8,red,38,1713,-1081,spikes
45.72967948,15.55974033,23,green,3,1571,-1079,without
42.723365,11.03536911,2,blue,9,862,-1076,spikes
37.76826017,11.16768468,10,blue,32,1666,-1076,without
40.87058908,10.26419062,18,red,37,2049,-1075,without
61.45465952,18.02364807,2,green,6,837,-1068,without
54.70320316,14.14753123,14,green,35,1851,-1067,without
48.68282375,12.17179935,6,red,12,1102,-1066,spikes
49.26454787,12.44913632,18,green,8,1489,-1064,without
45.36235152,12.68753358,1,red,3,740,-1059,spikes
50.54041529,12.81243559,6,green,10,1016,-1056,without
65.81284447,17.62550564,7,red,14,1185,-1056,spikes
51.82517088,14.04486349,8,green,15,1224,-1054,without
46.86401199,14.90572735,15,red,11,1379,-1054,without
47.98167462,14.64403477,9,red,39,1722,-1053,spikes
41.39542716,12.88113105,6,red,18,1193,-1050,spikes
53.44290965,13.40812123,14,red,22,1620,-1050,spikes
45.22484792,11.58800848,16,blue,27,1782,-1048,without
37.36840465,9.938354287,11,blue,5,1131,-1045,without
54.18660485,14.56719913,21,red,25,1902,-1042,spikes
41.74850865,11.38901691,22,blue,10,1717,-1037,without
37.64378974,9.849414309,11,green,22,1445,-1035,without
45.84423943,13.64800114,1,red,25,1135,-1034,spikes
44.79003757,11.67270211,7,red,14,1181,-1034,without
50.65235144,12.92912798,10,blue,20,1456,-1034,without
